,word,value
2963,supporters,1
2964,supporting,1
2965,supportive,2
2966,supports,2
2967,supreme,4
2968,survived,2
2969,surviving,2
2970,survivor,2
2971,suspect,-1
2972,suspected,-1
2973,suspecting,-1
2974,suspects,-1
2975,suspend,-1
2976,suspended,-1
2977,suspicious,-2
2978,sustainability,1
2979,sustainable,2
2980,sustainably,2
2981,swear,-2
2982,swearing,-2
2983,swears,-2
2984,sweet,2
2985,sweeter,3
2986,sweetest,3
2987,swift,2
2988,swiftly,2
2989,swindle,-3
2990,swindles,-3
2991,swindling,-3
2992,sympathetic,2
2993,sympathy,2
2994,taint,-2
2995,tainted,-2
2996,talent,2
2997,tard,-2
2998,tarnish,-2
2999,tarnished,-2
3000,tarnishes,-2
3001,tears,-2
3002,tender,2
3003,tenderness,2
3004,tense,-2
3005,tension,-1
3006,terrible,-3
3007,terribly,-3
3008,terrific,4
3009,terrifically,4
3010,terrified,-3
3011,terror,-3
3012,terrorist,-2
3013,terrorists,-2
3014,terrorize,-3
3015,terrorized,-3
3016,terrorizes,-3
3017,thank,2
3018,thankful,2
3019,thanks,2
3020,thorny,-2
3021,thoughtful,2
3022,thoughtless,-2
3023,threat,-2
3024,threaten,-2
3025,threatened,-2
3026,threatening,-2
3027,threatens,-2
3028,threats,-2
3029,thrilled,5
3030,thwart,-2
3031,thwarted,-2
3032,thwarting,-2
3033,thwarts,-2
3034,timid,-2
3035,timorous,-2
3036,tired,-2
3037,tits,-2
3038,tolerance,2
3039,tolerant,2
3040,toothless,-2
3041,top,2
3042,tops,2
3043,torn,-2
3044,torture,-4
3045,tortured,-4
3046,tortures,-4
3047,torturing,-4
3048,totalitarian,-2
3049,totalitarianism,-2
3050,tout,-2
3051,touted,-2
3052,touting,-2
3053,touts,-2
3054,toxic,-3
3055,tragedies,-2
3056,tragedy,-2
3057,tragic,-2
3058,tranquil,2
3059,transgress,-2
3060,transgressed,-2
3061,transgresses,-2
3062,transgressing,-2
3063,trap,-1
3064,trapped,-2
3065,traps,-1
3066,trauma,-3
3067,traumatic,-3
3068,travesty,-2
3069,treason,-3
3070,treasonous,-3
3071,treasure,2
3072,treasures,2
3073,trembling,-2
3074,tremor,-2
3075,tremors,-2
3076,tremulous,-2
3077,tribulation,-2
3078,tribute,2
3079,tricked,-2
3080,trickery,-2
3081,triumph,4
3082,triumphant,4
3083,troll,-2
3084,trouble,-2
3085,troubled,-2
3086,troubles,-2
3087,troubling,-2
3088,TRUE,2
3089,trust,1
3090,trusted,2
3091,trusts,1
3092,tumor,-2
3093,twat,-5
3094,tyran,-3
3095,tyrannic,-3
3096,tyrannical,-3
3097,tyrannically,-3
3098,tyrans,-3
3099,ubiquitous,2
3100,ugh,-2
3101,ugliness,-3
3102,ugly,-3
3103,unable,-2
3104,unacceptable,-2
3105,unappeasable,-2
3106,unappreciated,-2
3107,unapproved,-2
3108,unattractive,-2
3109,unavailable,-1
3110,unavailing,-2
3111,unaware,-2
3112,unbearable,-2
3113,unbelievable,-1
3114,unbelieving,-1
3115,unbiased,2
3116,uncertain,-1
3117,unclear,-1
3118,uncomfortable,-2
3119,unconcerned,-2
3120,unconfirmed,-1
3121,unconvinced,-1
3122,uncredited,-1
3123,undecided,-1
3124,undercooked,-2
3125,underestimate,-1
3126,underestimated,-1
3127,underestimates,-1
3128,underestimating,-1
3129,undermine,-2
3130,undermined,-2
3131,undermines,-2
3132,undermining,-2
3133,underperform,-2
3134,underperformed,-2
3135,underperforming,-2
3136,underperforms,-2
3137,undeserving,-2
3138,undesirable,-2
3139,uneasy,-2
3140,unemployed,-1
3141,unemployment,-2
3142,unequal,-1
3143,unequaled,2
3144,unethical,-2
3145,uneventful,-2
3146,unfair,-2
3147,unfavorable,-2
3148,unfit,-2
3149,unfitted,-2
3150,unfocused,-2
3151,unforgivable,-3
3152,unforgiving,-2
3153,unfulfilled,-2
3154,unfunny,-2
3155,ungenerous,-2
3156,ungrateful,-3
3157,unhappy,-2
3158,unhappiness,-2
3159,unhealthy,-2
3160,unhygienic,-2
3161,unified,1
3162,unimaginative,-2
3163,unimpressed,-2
3164,uninspired,-2
3165,unintelligent,-2
3166,unintentional,-2
3167,uninvolving,-2
3168,united,1
3169,unjust,-2
3170,unlikely,-1
3171,unlovable,-2
3172,unloved,-2
3173,unmatched,1
3174,unmotivated,-2
3175,unoriginal,-2
3176,unparliamentary,-2
3177,unpleasant,-2
3178,unpleasantness,-2
3179,unprofessional,-2
3180,unravel,1
3181,unreleting,-2
3182,unresearched,-2
3183,unsafe,-2
3184,unsatisfied,-2
3185,unscientific,-2
3186,unsecured,-2
3187,unselfish,2
3188,unsettled,-1
3189,unsold,-1
3190,unsophisticated,-2
3191,unsound,-2
3192,unstable,-2
3193,unstoppable,2
3194,unsuccessful,-2
3195,unsuccessfully,-2
3196,unsupported,-2
3197,unsure,-1
3198,untarnished,2
3199,untrue,-2
3200,unwanted,-2
3201,unworthy,-2
3202,uplifting,2
3203,uproar,-3
3204,upset,-2
3205,upsets,-2
3206,upsetting,-2
3207,uptight,-2
3208,urgent,-1
3209,useful,2
3210,usefulness,2
3211,useless,-2
3212,uselessness,-2
3213,vague,-2
3214,validate,1
3215,validated,1
3216,validates,1
3217,validating,1
3218,vapid,-2
3219,verdict,-1
3220,verdicts,-1
3221,vested,1
3222,vexation,-2
3223,vexing,-2
3224,vibrant,3
3225,vicious,-2
3226,victim,-3
3227,victimization,-3
3228,victimize,-3
3229,victimized,-3
3230,victimizes,-3
3231,victimizing,-3
3232,victims,-3
3233,victor,3
3234,victors,3
3235,victory,3
3236,victories,3
3237,vigilant,3
3238,vigor,3
3239,vile,-3
3240,vindicate,2
3241,vindicated,2
3242,vindicates,2
3243,vindicating,2
3244,violate,-2
3245,violated,-2
3246,violates,-2
3247,violating,-2
3248,violation,-2
3249,violations,-2
3250,violence,-3
3251,violence-related,-3
3252,violent,-3
3253,violently,-3
3254,virtuous,2
3255,virulent,-2
3256,vision,1
3257,visionary,3
3258,visioning,1
3259,visions,1
3260,vitality,3
3261,vitamin,1
3262,vitriolic,-3
3263,vivacious,3
3264,vividly,2
3265,vociferous,-1
3266,vomit,-3
3267,vomited,-3
3268,vomiting,-3
3269,vomits,-3
3270,vulnerability,-2
3271,vulnerable,-2
3272,walkout,-2
3273,walkouts,-2
3274,wanker,-3
3275,want,1
3276,war,-2
3277,warfare,-2
3278,warm,1
3279,warmhearted,2
3280,warmness,2
3281,warmth,2
3282,warn,-2
3283,warned,-2
3284,warning,-3
3285,warnings,-3
3286,warns,-2
3287,waste,-1
3288,wasted,-2
3289,wasting,-2
3290,wavering,-1
3291,weak,-2
3292,weakened,-2
3293,weakness,-2
3294,weaknesses,-2
3295,wealth,3
3296,wealthier,2
3297,wealthy,2
3298,weary,-2
3299,weep,-2
3300,weeping,-2
3301,weird,-2
3302,welcome,2
3303,welcomed,2
3304,welcomes,2
3305,well-being,2
3306,well-championed,3
3307,well-developed,2
3308,well-established,2
3309,well-focused,2
3310,well-groomed,2
3311,well-proportioned,2
3312,whimsical,1
3313,whitewash,-3
3314,whore,-4
3315,wicked,-2
3316,widowed,-1
3317,willingness,2
3318,win,4
3319,winner,4
3320,winning,4
3321,wins,4
3322,winwin,3
3323,wisdom,1
3324,wish,1
3325,wishes,1
3326,wishing,1
3327,withdrawal,-3
3328,wits,2
3329,woebegone,-2
3330,woeful,-3
3331,won,3
3332,wonderful,4
3333,wonderfully,4
3334,woo,3
3335,woohoo,3
3336,wooo,4
3337,woow,4
3338,worn,-1
3339,worried,-3
3340,worries,-3
3341,worry,-3
3342,worrying,-3
3343,worse,-3
3344,worsen,-3
3345,worsened,-3
3346,worsening,-3
3347,worsens,-3
3348,worshiped,3
3349,worst,-3
3350,worth,2
3351,worthless,-2
3352,worthy,2
3353,wow,4
3354,wowow,4
3355,wowww,4
3356,wrathful,-3
3357,wreck,-2
3358,wrenching,-2
3359,wrong,-2
3360,wrongdoing,-2
3361,wrongdoings,-2
3362,wronged,-2
3363,wrongful,-2
3364,wrongfully,-2
3365,wrongly,-2
3366,wtf,-4
3367,wtff,-4
3368,wtfff,-4
3369,xo,3
3370,xoxo,3
3371,xoxoxo,4
3372,xoxoxoxo,4
3373,yeah,1
3374,yearning,1
3375,yeees,2
3376,yes,1
3377,youthful,2
3378,yucky,-2
3379,yummy,3
3380,zealot,-2
3381,zealots,-2
3382,zealous,2
